gene_id	est_counts	tpm	fpkm	type	biotype	classification
WBGene00000001	84323.3931911972	40.8373219208862	43.3833646732635	genic	protein_coding	coding_4
WBGene00000002	19346.48846	9.76119343504696	10.3697645810197	genic	ncRNA	NA
WBGene00000003	17334.823	8.57731312922914	9.11207410032935	genic	protein_coding	coding_4
WBGene00000004	59422.0769963	28.9220157261089	30.7251870669294	genic	pseudogene	NA
WBGene00000005	6437.77773	3.19122840692325	3.39018866127998	genic	ncRNA	NA
WBGene00000006	21546.5252703631	9.22918951334658	9.80459235480361	genic	ncRNA	NA
WBGene00000007	10728.2795546368	5.51495797788435	5.85879342371646	genic	ncRNA	NA
WBGene00000008	1075.221	0.584986414102803	0.621457963896176	genic	ncRNA	NA
WBGene00000009	1464.5603	0.800905832422244	0.850839089405298	genic	ncRNA	NA
WBGene00000010	64505.7460143918	24.6560288826287	26.1932331038222	genic	protein_coding	coding_4
WBGene00000012	1360.33708	12.4902026475653	13.2689165404147	genic	pseudogene	NA
WBGene00000013	15503.1324	63.1743917551316	67.1130609601202	genic	protein_coding	coding_4
WBGene00000014	46.40577	0.371683250820867	0.39485620640218	genic	protein_coding	coding_2
WBGene00000015	277.17193	0.943209234427277	1.00201453610551	genic	piRNA	NA
WBGene00000016	7407.8577	12.716327237197	13.5091390886168	genic	piRNA	NA
WBGene00000017	14649.8531	21.4439515702689	22.780895691717	genic	protein_coding	coding_4
WBGene00000018	80489.7174609101	15.5603672680925	16.5304935751996	genic	protein_coding	coding_4
WBGene00000019	10449.2020420596	2.01082869858587	2.13619577932208	genic	pseudogene	NA
WBGene00000020	39022.5711201637	4.26753315847164	4.53359668461828	genic	protein_coding	coding_3
WBGene00000021	2577.0829	0.4753692157338	0.505006574147434	genic	pseudogene	NA
WBGene00000022	51038.66	6.70571921559187	7.12379383472119	genic	ncRNA	NA
WBGene00000023	10223.48	1.77119412599567	1.88162095506837	genic	ncRNA	NA
WBGene00000024	11613.3757423571	7.70434982400642	8.18468504454784	genic	ncRNA	NA
WBGene00000025	961.91918	0.480103607391812	0.510036136081089	genic	protein_coding	coding_2
WBGene00000026	327.77273	0.293136938226474	0.311412847172498	genic	protein_coding	coding_2
WBGene00000027	1046.63128	0.921494953623479	0.97894645723996	genic	protein_coding	coding_3
