gene_id	est_counts	tpm	fpkm	type	biotype	classification
ENSSMAG00000000002	10573.0122521788	4.74215197778043	4.33333569475734	genic	protein_coding	coding_2
ENSSMAG00000000003	62636.9606	29.6610526596685	27.104002325623	genic	protein_coding	coding_2
ENSSMAG00000000004	53459.199	25.218196184498	23.0441601609797	genic	protein_coding	coding_2
ENSSMAG00000000005	6648.625407	9.84827469779535	8.99926457011329	genic	protein_coding	coding_2
ENSSMAG00000000006	226.88722	0.906027216684305	0.82791949664957	genic	protein_coding	coding_1
ENSSMAG00000000007	239461.65	242.367857923312	221.473561986628	genic	protein_coding	coding_1
ENSSMAG00000000008	18.36332	0.670833521436781	0.613001619792533	genic	protein_coding	coding_1
ENSSMAG00000000009	24	1.93230941843797	1.76572691374438	genic	snoRNA	NA
ENSSMAG00000000010	11564.1453	8.3049683898681	7.58900518926243	genic	protein_coding	coding_2
ENSSMAG00000000011	122132	196.897280300814	179.922958379648	genic	protein_coding	coding_1
ENSSMAG00000000012	15748	16.442588400616	15.025088939461	genic	protein_coding	coding_2
ENSSMAG00000000013	1399.1026633	0.797499325424302	0.728747688728343	genic	protein_coding	coding_1
ENSSMAG00000000014	12318	23.3356150092719	21.3238744672461	genic	protein_coding	coding_2
ENSSMAG00000000015	1596	2.3607010061357	2.15718728173815	genic	protein_coding	coding_2
ENSSMAG00000000016	56.18086221	0.167939505121113	0.153461604670421	genic	protein_coding	coding_1
ENSSMAG00000000017	1458	19.9593771404521	18.2386987623132	genic	protein_coding	coding_2
ENSSMAG00000000018	859	4.70520759339588	4.29957624960996	genic	protein_coding	coding_2
ENSSMAG00000000019	14962.34858	7.22553321142598	6.60262706160291	genic	protein_coding	coding_2
ENSSMAG00000000020	6301.64912	11.1019730601718	10.1448828230921	genic	protein_coding	coding_2
ENSSMAG00000000021	425	2.37533924926137	2.17056357624373	genic	protein_coding	coding_2
ENSSMAG00000000022	973	1.82349977682462	1.66629764489215	genic	protein_coding	coding_2
ENSSMAG00000000023	15905	18.3124699450076	16.7337698251109	genic	protein_coding	coding_2
ENSSMAG00000000024	1692	0.554803463743221	0.506974399867036	genic	protein_coding	coding_1
ENSSMAG00000000025	8980.71159	3.3084857021647	3.02326438628711	genic	protein_coding	coding_2
ENSSMAG00000000026	3	0.0295470399009894	0.0269998184953373	genic	protein_coding	coding_1
ENSSMAG00000000027	729	3.34772366910155	3.05911968647864	genic	protein_coding	coding_2
ENSSMAG00000000028	4051.02450911752	0.855203951404391	0.781477655351887	genic	protein_coding	coding_1
ENSSMAG00000000029	2059	22.2359415114987	20.3190027459671	genic	protein_coding	coding_2
ENSSMAG00000000030	601.0077	1.98249962640455	1.81159027298042	genic	protein_coding	coding_2
ENSSMAG00000000031	309676.104148667	107.329654369056	98.0768698604815	genic	protein_coding	coding_1
ENSSMAG00000000032	17368.060149	12.3436473745914	11.2795136095259	genic	protein_coding	coding_2
ENSSMAG00000000033	6023.000233	115.375654958606	105.429232610158	genic	protein_coding	coding_1
ENSSMAG00000000034	155214.65518	159.989275643683	146.196756698979	genic	protein_coding	coding_1
ENSSMAG00000000035	5395.35559	5.00112287937768	4.56998096826459	genic	protein_coding	coding_2
ENSSMAG00000000036	6594	5.08823574517684	4.64958391912083	genic	protein_coding	coding_2
ENSSMAG00000000037	5135.4639769336	3.96650775177606	3.62455899870754	genic	protein_coding	coding_2
ENSSMAG00000000038	4249	4.83702198995579	4.42002705598906	genic	protein_coding	coding_2
ENSSMAG00000000039	18976	13.6596762578317	12.4820889301394	genic	protein_coding	coding_2
ENSSMAG00000000040	6045.76067	2.13462057028871	1.95059701910371	genic	protein_coding	coding_2
ENSSMAG00000000041	9404.6893	9.08352477694372	8.30044299182631	genic	protein_coding	coding_2
ENSSMAG00000000042	65.166768	0.212867904196304	0.194516770412274	genic	protein_coding	coding_1
ENSSMAG00000000043	3094.49378822431	2.77132160422928	2.5324086797572	genic	protein_coding	coding_2
ENSSMAG00000000044	14498.378	3.74801588431144	3.42490310139871	genic	protein_coding	coding_2
ENSSMAG00000000045	45688	25.3159797791234	23.1335139275687	genic	protein_coding	coding_2
ENSSMAG00000000046	2958	62.2064939799466	56.8437329870599	genic	protein_coding	coding_1
ENSSMAG00000000047	17563.00041	15.6151134206597	14.2689497680545	genic	protein_coding	coding_2
ENSSMAG00000000048	2056.46845	2.57990215708314	2.35749131589461	genic	protein_coding	coding_2
ENSSMAG00000000049	3566	2.4875628385949	2.27311247972286	genic	protein_coding	coding_2
ENSSMAG00000000050	3633	7.66174253798299	7.00123120883655	genic	protein_coding	coding_2
ENSSMAG00000000051	441	0.34649726061599	0.316626070737125	genic	protein_coding	coding_1
ENSSMAG00000000052	1829.37931	0.427360837838612	0.390518478071687	genic	protein_coding	coding_1
ENSSMAG00000000053	19936.857	6.23111673163643	5.69393825375414	genic	protein_coding	coding_2
ENSSMAG00000000054	938.4369	1.24745909469329	1.13991686645905	genic	protein_coding	coding_1
ENSSMAG00000000055	56538.25278	73.1698191008768	66.8619205741211	genic	protein_coding	coding_1
ENSSMAG00000000056	26424.264	7.53682157753999	6.88707956219018	genic	protein_coding	coding_2
ENSSMAG00000000057	18064	6.6998609570309	6.12227249802353	genic	protein_coding	coding_2
ENSSMAG00000000058	51	5.14696184863021	4.70324730264395	genic	snRNA	NA
ENSSMAG00000000059	1945.00029114	0.638413948117361	0.583376906174728	genic	protein_coding	coding_1
ENSSMAG00000000060	1490.1622	0.635438531327016	0.580657997155198	genic	protein_coding	coding_1
ENSSMAG00000000061	14595	45.4558999838037	41.5371913131579	genic	protein_coding	coding_2
ENSSMAG00000000062	273.46672	0.182516806012709	0.16678221071231	genic	protein_coding	coding_1
