gene_id	est_counts	tpm	fpkm	type	biotype	classification
ENSPREG00000000002	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000003	143173	176.987815040247	165.002581927201	genic	Mt_rRNA	NA
ENSPREG00000000004	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000005	366895	253.083834263227	235.945542849786	genic	Mt_rRNA	NA
ENSPREG00000000006	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000007	506781	744.816293344639	694.37894035455	genic	protein_coding	coding_3
ENSPREG00000000008	1	0.134092761703114	0.125012289087423	genic	Mt_tRNA	NA
ENSPREG00000000009	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000010	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000011	1467879	2008.37429695832	1872.37152116372	genic	protein_coding	coding_3
ENSPREG00000000012	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000013	3	0.405037715140248	0.377609434642931	genic	Mt_tRNA	NA
ENSPREG00000000014	2	0.26267087545499	0.244883370289055	genic	Mt_tRNA	NA
ENSPREG00000000015	1	0.136853333574228	0.127585920985336	genic	Mt_tRNA	NA
ENSPREG00000000016	1	0.134092761703114	0.125012289087423	genic	Mt_tRNA	NA
ENSPREG00000000017	9087596	7715.97088826412	7193.46198126232	genic	protein_coding	coding_3
ENSPREG00000000018	39	5.19375459528152	4.84204473580762	genic	Mt_tRNA	NA
ENSPREG00000000019	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000020	5358012	12649.3524147215	11792.7655509025	genic	protein_coding	coding_3
ENSPREG00000000021	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000022	20507	1036.17344508651	966.006014169956	genic	protein_coding	coding_3
ENSPREG00000000023	2871463	6697.1546887899	6243.63781746733	genic	protein_coding	coding_3
ENSPREG00000000024	6011561	11945.4379892995	11136.5186921907	genic	protein_coding	coding_3
ENSPREG00000000025	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000026	183797	1131.24294235837	1054.63761012932	genic	protein_coding	coding_3
ENSPREG00000000027	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000028	97685	866.144151111999	807.490737269822	genic	protein_coding	coding_3
ENSPREG00000000029	1424418	1355.74109282554	1263.93323003705	genic	protein_coding	coding_3
ENSPREG00000000030	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000031	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000032	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000033	662466	477.198011517317	444.883191382293	genic	protein_coding	coding_3
ENSPREG00000000034	209802	692.557504304389	645.65900379807	genic	protein_coding	coding_3
ENSPREG00000000035	5	0.67506285856708	0.629349057738218	genic	Mt_tRNA	NA
ENSPREG00000000036	4430011	5373.31801872534	5009.4485114923	genic	protein_coding	coding_3
ENSPREG00000000037	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000038	0	0	0	genic	Mt_tRNA	NA
ENSPREG00000000039	63.309	0.179205753180104	0.167070326079804	genic	protein_coding	coding_1
ENSPREG00000000040	0.663085	0.00396458323954391	0.00369611021324434	genic	protein_coding	coding_1
ENSPREG00000000041	1550.58407	0.273224770050879	0.254722577905204	genic	protein_coding	coding_1
ENSPREG00000000042	11081.821	4.04955872876922	3.77533134561163	genic	protein_coding	coding_2
ENSPREG00000000043	8491.9684	11.585882814476	10.8013118183295	genic	protein_coding	coding_2
ENSPREG00000000044	921	0.769799793743138	0.717670611989651	genic	protein_coding	coding_1
ENSPREG00000000045	220	0.889404117093094	0.829175588521007	genic	protein_coding	coding_1
ENSPREG00000000046	16194	9.48229015943126	8.84016992092517	genic	protein_coding	coding_2
ENSPREG00000000047	2427.3431032	0.645420462455584	0.601713980759651	genic	protein_coding	coding_1
ENSPREG00000000048	1624.248	1.166935666846	1.08791330029553	genic	protein_coding	coding_1
ENSPREG00000000049	197323.78	194.678384322561	181.495184012154	genic	protein_coding	coding_3
ENSPREG00000000050	98390	105.763246238885	98.6011873102676	genic	protein_coding	coding_3
ENSPREG00000000051	19	0.0140604333337186	0.0131082911134379	genic	protein_coding	coding_1
ENSPREG00000000052	19315.00241	33.7369388241172	31.4523460896646	genic	protein_coding	coding_2
ENSPREG00000000053	2802.0899874193	0.674688511022461	0.629000060201942	genic	protein_coding	coding_1
ENSPREG00000000054	541	0.477132413155173	0.444822035199753	genic	protein_coding	coding_1
ENSPREG00000000055	16257	16.1453959651744	15.0520645722701	genic	protein_coding	coding_2
ENSPREG00000000056	7453	5.83208535037068	5.43714910889286	genic	protein_coding	coding_2
ENSPREG00000000057	4267.94473	5.46923594027598	5.09887107826812	genic	protein_coding	coding_2
ENSPREG00000000058	7777.73986	3.15010398438623	2.93678573660393	genic	protein_coding	coding_2
ENSPREG00000000059	22282.877	11.6800904459909	10.8891399122222	genic	protein_coding	coding_2
ENSPREG00000000060	30143	14.114607361808	13.1587965931859	genic	protein_coding	coding_2
ENSPREG00000000061	167647.038	177.71225411331	165.677963548683	genic	protein_coding	coding_3
ENSPREG00000000062	6142.901	2.49892053955611	2.32969903020675	genic	protein_coding	coding_2
ENSPREG00000000063	17218	61.5774128615913	57.4075232707368	genic	protein_coding	coding_3
ENSPREG00000000064	10098	221.226645421372	206.245654127767	genic	protein_coding	coding_3
ENSPREG00000000065	13047.919	6.17864676774134	5.76024213453139	genic	protein_coding	coding_2
ENSPREG00000000066	84697.084	36.7307705863947	34.2434420219981	genic	protein_coding	coding_2
ENSPREG00000000067	86361.02	67.0662015893733	62.524623063912	genic	protein_coding	coding_3
ENSPREG00000000068	2968	2.21723265279291	2.0670864396	genic	protein_coding	coding_2
ENSPREG00000000069	912	62.6998564008401	58.4539573543569	genic	protein_coding	coding_3
ENSPREG00000000070	611	6.79437978396003	6.33427903888442	genic	protein_coding	coding_2
ENSPREG00000000071	2268.083	4.55948919628168	4.25073042166537	genic	protein_coding	coding_2
ENSPREG00000000072	560	0.853454322888426	0.795660236844547	genic	protein_coding	coding_1
ENSPREG00000000073	15869	9.63587819459254	8.98335730559892	genic	protein_coding	coding_2
ENSPREG00000000074	2829.421	1.5349635598751	1.43101913815912	genic	protein_coding	coding_1
ENSPREG00000000075	9050.5254	5.0937284632911	4.74879215774254	genic	protein_coding	coding_2
ENSPREG00000000076	8056	5.30080694722152	4.94184773336123	genic	protein_coding	coding_2
ENSPREG00000000077	3152.5339757321	0.836144412707531	0.779522516447659	genic	protein_coding	coding_1
ENSPREG00000000078	20328	22.7773003471851	21.2348706930037	genic	protein_coding	coding_2
ENSPREG00000000079	39094.267	10.9311757100048	10.1909400669224	genic	protein_coding	coding_2
ENSPREG00000000080	7259.62034	5.56201657967973	5.18536881287769	genic	protein_coding	coding_2
ENSPREG00000000081	11008	13.5883210630688	12.6681492675203	genic	protein_coding	coding_2
ENSPREG00000000082	235.0889	0.262596955162817	0.24481445571964	genic	protein_coding	coding_1
