gene_id	est_counts	tpm	fpkm	type	biotype	classification
FBgn0000003	204207207.040058	110579.38304706	168355.109079881	genic	pseudogene	NA
FBgn0000008	244274.480388442	2.93793455526426	4.47295218052146	genic	protein_coding	coding_2
FBgn0000014	171290.476975764	2.45978319967345	3.74497539670339	genic	protein_coding	coding_2
FBgn0000015	78442.2209491638	1.38184905510984	2.10384017340682	genic	protein_coding	coding_2
FBgn0000017	717473.07037478	4.89293941035963	7.44941168465165	genic	tRNA	NA
FBgn0000018	67081.9776	2.55960761127308	3.89695625643146	genic	protein_coding	coding_2
FBgn0000022	14891	1.33251850284989	2.02873530052866	genic	protein_coding	coding_2
FBgn0000024	806797.390800088	7.74159464861845	11.7864377210868	genic	protein_coding	coding_2
FBgn0000028	51927.2153257605	0.969714121818603	1.47637219756953	genic	protein_coding	coding_2
FBgn0000032	260829.338294073	9.34997867960982	14.2351732947394	genic	protein_coding	coding_2
FBgn0000036	409378.78425843	2.80458150482082	4.26992457505917	genic	protein_coding	coding_2
FBgn0000037	181689.893875197	2.18527366619075	3.32703960090247	genic	protein_coding	coding_2
FBgn0000038	386222.260566	15.1205951670828	23.0208324423692	genic	protein_coding	coding_2
FBgn0000039	76876.2830918084	2.12337103025827	3.23279395820153	genic	protein_coding	coding_2
FBgn0000042	11723731.8486984	373.957318567532	569.34324847755	genic	protein_coding	coding_1
FBgn0000043	1516430.3695	58.0582875714382	88.3926919082267	genic	protein_coding	coding_1
FBgn0000044	6778634.44514	219.589849696733	334.321571343863	genic	protein_coding	coding_1
FBgn0000045	903908.273384153	33.7806036186421	51.4303575430546	genic	protein_coding	coding_1
FBgn0000046	1327301.67022248	53.0721229108495	80.8013464675814	genic	protein_coding	coding_1
FBgn0000047	1773264.58939	65.2076647242944	99.2774892118076	genic	protein_coding	coding_1
FBgn0000052	523305.903803254	6.6247851083084	10.086115411454	genic	protein_coding	coding_2
FBgn0000053	684974.511524168	10.623926366595	16.1747355883107	genic	protein_coding	coding_2
FBgn0000055	9323374.42587715	586.461559411599	892.87710860059	genic	protein_coding	coding_1
FBgn0000056	259572.762348077	8.37359707669505	12.7486499778897	genic	protein_coding	coding_2
FBgn0000057	136491.394596642	3.60611548311905	5.49024554836575	genic	protein_coding	coding_2
FBgn0000061	16044.10399	0.500546021959947	0.76207225799681	genic	protein_coding	coding_1
FBgn0000063	73425.9562455446	2.29783801254232	3.49841678068345	genic	protein_coding	coding_2
FBgn0000064	3485429.50262195	107.90693510496	164.2863554623	genic	protein_coding	coding_1
FBgn0000071	452633.77367675	18.2110914808452	27.7260571386673	genic	protein_coding	coding_2
FBgn0000075	80237.7803475544	2.75342673227453	4.19204235981547	genic	protein_coding	coding_2
FBgn0000077	63148.28981	3.7559963990434	5.71843652985004	genic	protein_coding	coding_2
FBgn0000078	563454.032241063	20.0066834954635	30.4598134787201	genic	protein_coding	coding_2
FBgn0000079	1250993.65030547	47.0911863645925	71.6954788374783	genic	protein_coding	coding_1
FBgn0000083	1073801.15635012	49.4869344996729	75.3429620074446	genic	protein_coding	coding_1
FBgn0000084	169175.987456972	8.27096876575252	12.5924002321657	genic	protein_coding	coding_2
FBgn0000092	38624.8809	2.72816094980613	4.15357566334597	genic	protein_coding	coding_2
FBgn0000094	467838.671393	269.444100113199	410.223765185801	genic	protein_coding	coding_1
FBgn0000097	397152.145915955	5.53657617336181	8.4293370057844	genic	protein_coding	coding_2
FBgn0000100	4314626.96314	211.91759474736	322.640702059751	genic	protein_coding	coding_1
FBgn0000108	1439292.88927926	16.031920044838	24.4083080727623	genic	protein_coding	coding_2
FBgn0000109	79825.7486555582	7.38409556387987	11.2421518357016	genic	protein_coding	coding_2
FBgn0000114	1523520.24359857	34.6545887234142	52.760984044972	genic	protein_coding	coding_1
FBgn0000115	174583.763	14.4375421706142	21.9808966192613	genic	protein_coding	coding_2
FBgn0000116	4710336.37073154	167.319604812043	254.74106965623	genic	protein_coding	coding_1
FBgn0000117	1945457.51116453	37.2830563775316	56.762778470191	genic	protein_coding	coding_1
FBgn0000119	404108.825	4.1854517741696	6.3722745648619	genic	protein_coding	coding_2
FBgn0000120	3766762.18248269	176.123361842332	268.144630377093	genic	protein_coding	coding_1
FBgn0000121	6837918.7	285.21855607737	434.240088856131	genic	protein_coding	coding_1
FBgn0000137	30172	0.880594576904201	1.34068930359979	genic	protein_coding	coding_1
FBgn0000139	136165.0565996	5.32898602983226	8.11328476987211	genic	protein_coding	coding_2
FBgn0000140	497851.5351	5.18782788619458	7.89837405130244	genic	protein_coding	coding_2
