gene_id	est_counts	tpm	fpkm	type	biotype	classification
ENSXETG00000000002	320415.622170057	56.039248465174	38.4373340249115	genic	protein_coding	coding_6
ENSXETG00000000003	27540.7023225279	4.65919636897217	3.19574391211069	genic	protein_coding	coding_3
ENSXETG00000000004	52.0954321345	0.00737591055408315	0.00505913882627019	genic	protein_coding	coding_1
ENSXETG00000000007	120009.834387	6.69639884620562	4.59306158210874	genic	protein_coding	coding_5
ENSXETG00000000009	23053.9136	1.9485141797692	1.3364863453979	genic	protein_coding	coding_3
ENSXETG00000000013	256199.960806928	17.2075909779507	11.8026907979429	genic	protein_coding	coding_5
ENSXETG00000000014	4231	1.75269328447818	1.20217274613477	genic	protein_coding	coding_3
ENSXETG00000000020	36851.3198396394	8.80735798920231	6.04096896692547	genic	protein_coding	coding_5
ENSXETG00000000021	909803.907	105.228584322582	72.1763113416712	genic	protein_coding	coding_6
ENSXETG00000000022	410059.019981545	41.3599988038753	28.3688331452637	genic	protein_coding	coding_5
ENSXETG00000000026	520194.874365418	58.3331529634864	40.0107236730199	genic	protein_coding	coding_6
ENSXETG00000000029	359854.175652442	24.3960417382309	16.7332509064752	genic	protein_coding	coding_5
ENSXETG00000000035	136932.048146788	13.652218753282	9.36406013237616	genic	protein_coding	coding_5
ENSXETG00000000036	119332.996811735	21.5945881845707	14.8117332390098	genic	protein_coding	coding_5
ENSXETG00000000037	3477501.04705043	488.502437234659	335.063939403842	genic	protein_coding	coding_7
ENSXETG00000000038	201935	86.2523605923491	59.160514912786	genic	pseudogene	NA
ENSXETG00000000039	20750.980826	5.60268219131088	3.84288106498558	genic	protein_coding	coding_3
ENSXETG00000000040	2319941.26297904	143.046882125976	98.1158909173319	genic	protein_coding	coding_6
ENSXETG00000000042	17486	4.08384294765436	2.80110886179748	genic	protein_coding	coding_3
ENSXETG00000000043	257447.819	46.2441012848	31.7188402137537	genic	protein_coding	coding_5
ENSXETG00000000044	125913	24.8518467202377	17.0458876534598	genic	protein_coding	coding_5
ENSXETG00000000048	1430.00023672935	0.153000578964705	0.104943133977358	genic	protein_coding	coding_2
ENSXETG00000000049	24993.8646	5.4809577318827	3.7593902289343	genic	protein_coding	coding_3
ENSXETG00000000051	361027.549	7.91135231087104	5.42639845626563	genic	protein_coding	coding_5
ENSXETG00000000052	378550.236668999	19.875146942523	13.6323680767902	genic	protein_coding	coding_5
ENSXETG00000000053	9128.57349	0.302849432929071	0.207724499017576	genic	protein_coding	coding_3
ENSXETG00000000054	318242.645348566	17.3617217005424	11.9084090977063	genic	protein_coding	coding_5
ENSXETG00000000055	16916.0084053968	1.25301686567036	0.859444570077527	genic	protein_coding	coding_3
ENSXETG00000000056	453780	85.1322265757632	58.3922147209137	genic	protein_coding	coding_6
ENSXETG00000000057	106536.4507	14.5647936701592	9.98999548774704	genic	protein_coding	coding_5
ENSXETG00000000060	69677.3501	6.5293155929364	4.4784591384327	genic	protein_coding	coding_5
ENSXETG00000000061	167853.584551781	28.3806505077718	19.4662950215942	genic	protein_coding	coding_5
ENSXETG00000000062	310549.366200451	16.7519727166989	11.4901821227691	genic	protein_coding	coding_5
ENSXETG00000000063	804.95313901	0.188189244320895	0.129079048023872	genic	protein_coding	coding_2
ENSXETG00000000066	122070.6375267	21.1292295456572	14.492543636451	genic	protein_coding	coding_5
ENSXETG00000000067	320791.807	25.7610057410698	17.6694800449103	genic	protein_coding	coding_5
ENSXETG00000000068	208459.462000043	11.8624536724736	8.13645983220608	genic	protein_coding	coding_5
ENSXETG00000000070	1103203.53079246	38.2402510471089	26.2289974071948	genic	protein_coding	coding_5
ENSXETG00000000071	320487.157454641	15.2194378293643	10.4390160742822	genic	protein_coding	coding_5
ENSXETG00000000072	509158.71	46.6344083600377	31.9865519307037	genic	protein_coding	coding_5
ENSXETG00000000073	952806.0462	264.857189092914	181.66560981613	genic	protein_coding	coding_7
ENSXETG00000000074	113639.703311475	3.84710779280183	2.63873216204283	genic	protein_coding	coding_3
ENSXETG00000000076	76126.9893078596	11.7237980759882	8.04135592516773	genic	protein_coding	coding_5
ENSXETG00000000078	47126.0685480475	8.39080327967575	5.7552539912924	genic	protein_coding	coding_5
ENSXETG00000000081	140732.943564778	9.30679461801064	6.38353267096428	genic	protein_coding	coding_5
ENSXETG00000000082	356973	48.9631059465006	33.583806166358	genic	protein_coding	coding_5
ENSXETG00000000083	73791.7624	11.5562121369667	7.92640868921304	genic	protein_coding	coding_5
ENSXETG00000000087	111226.0002	12.1808145027663	8.35482360241292	genic	protein_coding	coding_5
ENSXETG00000000088	37538.65214	11.8209923574823	8.10802150626352	genic	protein_coding	coding_5
ENSXETG00000000089	28447.74798	5.57593622826271	3.8245360024864	genic	protein_coding	coding_3
ENSXETG00000000091	719790.728402027	67.9460257123136	46.6041954076608	genic	protein_coding	coding_6
ENSXETG00000000104	4371.82221	0.789647254769321	0.541619242311666	genic	protein_coding	coding_3
ENSXETG00000000108	54966.4303261141	7.80060990962422	5.35044021656707	genic	protein_coding	coding_5
ENSXETG00000000109	3533936.80208	1934.34420410396	1326.76715567486	genic	protein_coding	coding_7
