gene_id	est_counts	tpm	fpkm	type	biotype	classification
FBgn0011563	134.71659	0.262602328924391	0.269284073954559	genic	protein_coding	coding_1
FBgn0012689	143.68806	0.258298426774592	0.264870661820908	genic	protein_coding	coding_1
FBgn0012690	3099	4.00082114651774	4.10261943186359	genic	protein_coding	coding_2
FBgn0012691	26086.186	23.7480759891273	24.3523302977862	genic	protein_coding	coding_4
FBgn0012692	263.18624	0.255966086966025	0.26247897714671	genic	protein_coding	coding_1
FBgn0012694	13509.892	33.6922210258092	34.5494976208668	genic	protein_coding	coding_4
FBgn0012695	1744.209	1.1346241037536	1.16349387424428	genic	protein_coding	coding_2
FBgn0012696	3745.3765	2.01927207349944	2.07065113474739	genic	protein_coding	coding_2
FBgn0012698	389633.9	536.571557518918	550.224270929596	genic	protein_coding	coding_5
FBgn0012699	2427.23448344	1.71113251391594	1.75467116499207	genic	protein_coding	coding_2
FBgn0012701	698663.81	474.128752399626	486.192649349748	genic	protein_coding	coding_5
FBgn0012704	399504.52	1576.77376997924	1616.89375042424	genic	protein_coding	coding_5
FBgn0012706	59652.5225	163.244530939184	167.398181585667	genic	protein_coding	coding_4
FBgn0012707	876.79779	0.730180073508419	0.74875902936641	genic	protein_coding	coding_2
FBgn0012708	5301.64	7.13328714361073	7.31478898373457	genic	protein_coding	coding_3
FBgn0012709	12728.69	17.4161084177661	17.8592499403182	genic	protein_coding	coding_4
FBgn0012710	18529.15	25.4868048576106	26.1352999885933	genic	protein_coding	coding_4
FBgn0012711	822.14204389	0.405055518712346	0.415361892270356	genic	protein_coding	coding_2
FBgn0012714	76179.04	29.4436384408173	30.1928126222794	genic	protein_coding	coding_4
FBgn0012716	19290	30.9797761368354	31.7680363403372	genic	protein_coding	coding_4
FBgn0012717	59841.257	21.1841264186057	21.7231427022607	genic	protein_coding	coding_4
FBgn0012723	86.0627	0.0818874930971421	0.0839710669644256	genic	protein_coding	coding_1
FBgn0012725	42444.8941638035	19.7801754161629	20.2834690820041	genic	protein_coding	coding_4
FBgn0012727	450.8416	0.308658691124773	0.316512310260172	genic	protein_coding	coding_2
FBgn0012733	806516.659	987.619974147658	1012.74932041425	genic	protein_coding	coding_5
FBgn0012735	10739.0245064269	4.10783757702564	4.21235882566592	genic	protein_coding	coding_2
FBgn0012736	9141.745	3.04344922347296	3.12088780448937	genic	protein_coding	coding_2
FBgn0013862	192.6628956	0.118669816616405	0.121689292721798	genic	protein_coding	coding_1
FBgn0013863	497.7792	0.372429031815531	0.381905245688486	genic	protein_coding	coding_2
FBgn0014783	45168.40902764	43.4495227991286	44.5550675755796	genic	protein_coding	coding_4
FBgn0015144	664.3059	0.653884835787337	0.67052250906967	genic	protein_coding	coding_2
FBgn0015151	49790.236	185.685401283446	190.410045243315	genic	protein_coding	coding_4
FBgn0016313	111846	318.519344003475	326.623861021754	genic	protein_coding	coding_5
FBgn0018538	4206.815275	2.26100598181172	2.31853580473458	genic	protein_coding	coding_2
FBgn0018547	3175.3885	1.55272144557007	1.59222943030374	genic	protein_coding	coding_2
FBgn0020474	31.3927	0.0373552211796405	0.0383057004251605	genic	protein_coding	coding_1
FBgn0020475	1019.5381	0.554694010200855	0.568807837603316	genic	protein_coding	coding_2
FBgn0022538	98908.5319094	25.1656562323066	25.8059799459228	genic	protein_coding	coding_4
FBgn0022854	23928.827	18.5394471900009	19.0111713351417	genic	protein_coding	coding_4
FBgn0023293	25574.87	101.375780406065	103.955221036626	genic	protein_coding	coding_4
FBgn0023294	137487.93	191.733142519792	196.611667312004	genic	protein_coding	coding_4
FBgn0023295	9146.2111	8.72082059739483	8.94271619110224	genic	protein_coding	coding_3
FBgn0023296	207777.73	161.40988260033	165.51685181611	genic	protein_coding	coding_4
FBgn0023297	595012.94	1073.60991441254	1100.92721863961	genic	pseudogene	NA
FBgn0027807	51880.975	49.6021034731188	50.8641966530418	genic	protein_coding	coding_4
FBgn0046148	2396.4063	2.1299160564806	2.18411038173033	genic	protein_coding	coding_2
FBgn0061259	15.2558131469	0.0209097055675105	0.0214417393915449	genic	protein_coding	coding_1
FBgn0061260	13415.7	13.2218823607057	13.5583045360724	genic	protein_coding	coding_4
FBgn0061261	34990	93.1854538021755	95.5564969127865	genic	protein_coding	coding_4
FBgn0061263	15492.407	23.0583596283821	23.6450645539699	genic	protein_coding	coding_4
FBgn0062298	22821.2951749275	12.259356593161	12.5712879279855	genic	protein_coding	coding_4
FBgn0062741	17955.1647108444	9.76349960754442	10.0119254887884	genic	protein_coding	coding_3
FBgn0064047	25524.003	10.1729450651077	10.4317890190413	genic	protein_coding	coding_3
FBgn0064414	24884.033	9.37863211955339	9.61726529851746	genic	protein_coding	coding_3
FBgn0064416	41548.652	31.2694441627687	32.065074780313	genic	protein_coding	coding_4
FBgn0064417	4481.9407	2.13372101063477	2.18801215046193	genic	protein_coding	coding_2
FBgn0064419	38333.81	15.2670344941293	15.6554942319937	genic	protein_coding	coding_4
FBgn0064420	22005.9744	21.4158647132966	21.9607774267555	genic	protein_coding	coding_4
FBgn0064421	12580	11.8945869481121	12.1972369571656	genic	protein_coding	coding_4
FBgn0064422	249.132	0.198635749035996	0.203689906150182	genic	protein_coding	coding_1
FBgn0064423	5075.41682	5.64218575569236	5.78574749327022	genic	protein_coding	coding_3
FBgn0064424	16707.476	16.0443781796596	16.452616920737	genic	protein_coding	coding_4
FBgn0064425	11294.105	17.1759890422286	17.6130208838394	genic	protein_coding	coding_4
FBgn0064426	95811.493	241.525387648599	247.67084365118	genic	protein_coding	coding_5
FBgn0064427	65682.185	73.1565632833641	75.017984334521	genic	protein_coding	coding_4
FBgn0064431	117.558460250555	0.153002929333001	0.15689598910463	genic	protein_coding	coding_1
FBgn0064435	29623.8211990386	9.58881634789922	9.83279752750335	genic	protein_coding	coding_3
FBgn0064437	716.945	2.04892047843798	2.10105392401741	genic	protein_coding	coding_2
FBgn0064438	60656	114.088686368667	116.991598602023	genic	protein_coding	coding_4
FBgn0064439	5400	15.3825559099253	15.7739550148891	genic	protein_coding	coding_4
FBgn0064440	2712.855	2.26445885739583	2.32207653648648	genic	protein_coding	coding_2
FBgn0064441	90021.778083	149.088126432324	152.881576596786	genic	protein_coding	coding_4
FBgn0064442	188669	239.135070965426	245.219706918605	genic	protein_coding	coding_5
FBgn0064443	10373.8691	13.4308534459747	13.7725927543469	genic	protein_coding	coding_4
FBgn0064444	29138.6602	27.218641795206	27.9112023878252	genic	protein_coding	coding_4
FBgn0064447	19139.627	25.9607324986177	26.6212864094023	genic	protein_coding	coding_4
FBgn0064448	116573.93	181.800239971367	186.426028534962	genic	protein_coding	coding_4
FBgn0067207	33281.402	18.7822193826195	19.2601207079023	genic	protein_coding	coding_4
FBgn0067543	53797	172.854406589308	177.25257425561	genic	protein_coding	coding_4
FBgn0068730	45849.54	41.5445882010829	42.6016631587955	genic	protein_coding	coding_4
FBgn0068735	102	0.158441611174043	0.162473054658837	genic	protein_coding	coding_1
FBgn0068743	66910.085	44.032025783519	45.1523919685879	genic	protein_coding	coding_4
FBgn0068744	5222	13.8181510197115	14.1697448623109	genic	protein_coding	coding_4
FBgn0070060	709.045	0.513486255285587	0.526551578233664	genic	protein_coding	coding_2
