gene_id	est_counts	tpm	fpkm	type	biotype	classification
ENSOANG00000000111	283	1.14776638472761	0.704894433609091	genic	protein_coding	coding_1
ENSOANG00000000112	24517.000196	21.1244283231129	12.9734518594307	genic	protein_coding	coding_2
ENSOANG00000000113	70419	100.871563662903	61.9497178881916	genic	protein_coding	coding_2
ENSOANG00000000114	184	0.351665204487325	0.215973257655516	genic	protein_coding	coding_1
ENSOANG00000000123	16	0.0632285937924262	0.0388314942851272	genic	protein_coding	coding_1
ENSOANG00000000124	5054	8.61651271301209	5.29178405060676	genic	protein_coding	coding_2
ENSOANG00000000127	64772.0024452176	848.988273934632	521.401494641205	genic	protein_coding	coding_1
ENSOANG00000000130	54338.7839	77.0802278369895	47.3383994047783	genic	protein_coding	coding_2
ENSOANG00000000134	13539.0013	9.97975676412006	6.12901291186562	genic	protein_coding	coding_2
ENSOANG00000000135	8680	16.7549869642974	10.2899834003492	genic	protein_coding	coding_2
ENSOANG00000000137	22279.004169	17.253719038122	10.5962769696497	genic	protein_coding	coding_2
ENSOANG00000000139	5879.00606	25.542982023323	15.6870823937663	genic	protein_coding	coding_2
ENSOANG00000000140	6379	18.2307655636725	11.1963247375595	genic	protein_coding	coding_2
ENSOANG00000000142	1766.38971802375	4.26921496630483	2.62191496951974	genic	protein_coding	coding_1
ENSOANG00000000143	18304.6106	32.1023393671079	19.7154757508205	genic	protein_coding	coding_2
ENSOANG00000000145	3121.94855176793	1.7384311745591	1.06764797650877	genic	protein_coding	coding_1
ENSOANG00000000147	1487.999813004	8.93189404914791	5.48547376940706	genic	protein_coding	coding_2
ENSOANG00000000149	15294.653405	23.403204134811	14.3729495328968	genic	protein_coding	coding_2
ENSOANG00000000151	8.00418	0.0260179457383144	0.0159787787557775	genic	protein_coding	coding_1
ENSOANG00000000154	3627	4.84382352158833	2.97480766398527	genic	protein_coding	coding_2
ENSOANG00000000163	178.26068	1.98089736109671	1.21655725587344	genic	protein_coding	coding_1
ENSOANG00000000173	6999	8.09684607136241	4.97263363123102	genic	protein_coding	coding_2
ENSOANG00000000183	1.0809	0.0488049668115145	0.0299733028390418	genic	protein_coding	coding_1
ENSOANG00000000203	13332.686552168	33.4212094003102	20.5254525522223	genic	protein_coding	coding_2
ENSOANG00000000204	5880	7.84136622217717	4.81573208228672	genic	protein_coding	coding_2
ENSOANG00000000206	2593	3.59860209180226	2.21006174866101	genic	protein_coding	coding_1
ENSOANG00000000207	30	0.205001547361144	0.125900576579801	genic	protein_coding	coding_1
ENSOANG00000000208	263.026	0.579418305069441	0.355846575931555	genic	protein_coding	coding_1
ENSOANG00000000209	161474.27	866.706797628587	532.28322884237	genic	protein_coding	coding_1
ENSOANG00000000214	4.09392	0.372060577796623	0.228498964374584	genic	protein_coding	coding_1
ENSOANG00000000219	175.977848	2.51428488644871	1.54413428076286	genic	protein_coding	coding_1
