gene_id	est_counts	tpm	fpkm	type	biotype	classification
ENSMGAG00000000001	35	0.236260568429745	0.235943098898494	genic	rRNA	NA
ENSMGAG00000000002	0	0	0	genic	miRNA	NA
ENSMGAG00000000003	1	0.0109451508665609	0.010930443579864	genic	misc_RNA	NA
ENSMGAG00000000004	1	0.0132169468421632	0.0131991868835445	genic	miRNA	NA
ENSMGAG00000000005	687	4.71170949813226	4.7053782503252	genic	miRNA	NA
ENSMGAG00000000006	1	0.00726967907759154	0.00725991061887474	genic	miRNA	NA
ENSMGAG00000000009	0	0	0	genic	miRNA	NA
ENSMGAG00000000010	345	3.89916560813114	3.89392619689078	genic	snoRNA	NA
ENSMGAG00000000012	122	1.28822304508697	1.28649202594574	genic	snoRNA	NA
ENSMGAG00000000013	167	1.58093051380408	1.57880617594909	genic	snoRNA	NA
ENSMGAG00000000014	8	0.0590897532044731	0.0590103527510826	genic	miRNA	NA
ENSMGAG00000000015	1	0.00832413669892187	0.00831295133780369	genic	miRNA	NA
ENSMGAG00000000016	0	0	0	genic	miRNA	NA
ENSMGAG00000000017	1	0.00566733431846928	0.00565971897249137	genic	snRNA	NA
ENSMGAG00000000018	122	0.834578916763563	0.833457471152653	genic	miRNA	NA
ENSMGAG00000000019	26	0.179293936800567	0.179053014828481	genic	miRNA	NA
ENSMGAG00000000020	8	0.0518966007141668	0.0518268658887079	genic	miRNA	NA
ENSMGAG00000000021	2	0.0158554833529606	0.0158341779235303	genic	miRNA	NA
ENSMGAG00000000022	113	1.15957572143063	1.15801756907715	genic	snoRNA	NA
ENSMGAG00000000023	8061.27912383053	34.3624344994187	34.3162607936425	genic	snRNA	NA
ENSMGAG00000000024	31	0.200516167953658	0.200246729112163	genic	snoRNA	NA
ENSMGAG00000000025	8	0.0509330577815768	0.0508646176940641	genic	miRNA	NA
ENSMGAG00000000026	3	0.0220175675583217	0.0219879819744958	genic	miRNA	NA
ENSMGAG00000000027	12	0.0764159861955087	0.07631330402777	genic	snoRNA	NA
ENSMGAG00000000028	95	0.781302212503311	0.780252356199243	genic	snoRNA	NA
ENSMGAG00000000029	0	0	0	genic	miRNA	NA
ENSMGAG00000000033	0	0	0	genic	miRNA	NA
ENSMGAG00000000034	0	0	0	genic	miRNA	NA
