1_501_5933 1- 501-5933	42.06
1_16218_26339 1- 16218-26339	45.86
1_73899_93898 1- 73899-93898	40.95
1_262576_265789 1- 262576-265789	42.78
1_382271_383522 1+ 382271-383522	61.10
1_410256_414133 1+ 410256-414133	52.09
1_429235_432207 1- 429235-432207	60.48
1_445530_450826 1- 445530-450826	54.58
1_504533_521896 1+ 504533-521896	46.66
1_527114_530202 1- 527114-530202	46.07
1_576664_596663 1- 576664-596663	61.39
1_613979_617693 1- 613979-617693	55.69
1_1053172_1069689 1- 1053172-1069689	59.45
1_1072232_1074174 1+ 1072232-1074174	53.32
1_1452915_1465673 1+ 1452915-1465673	59.90
1_3749573_3769572 1- 3749573-3769572	47.20
1_3791053_3803257 1+ 3791053-3803257	54.60
1_5367502_5375359 1+ 5367502-5375359	47.82
1_7352229_7364044 1+ 7352229-7364044	39.44
1_7417596_7425660 1- 7417596-7425660	44.39
1_7456225_7468132 1- 7456225-7468132	50.52
1_7476276_7477702 1+ 7476276-7477702	43.73
1_7536801_7556800 1- 7536801-7556800	42.82
1_8171587_8174223 1+ 8171587-8174223	36.75
1_8487984_8492657 1- 8487984-8492657	60.80
1_8662842_8666275 1+ 8662842-8666275	37.62
1_8955353_8974761 1- 8955353-8974761	51.30
1_9060459_9080458 1+ 9060459-9080458	49.28
1_9964490_9966746 1- 9964490-9966746	30.08
1_9986038_10005958 1+ 9986038-10005958	39.38
1_10028717_10033960 1- 10028717-10033960	44.58
1_10080025_10100024 1- 10080025-10100024	36.54
1_10380838_10393418 1- 10380838-10393418	49.97
1_10405481_10425480 1- 10405481-10425480	51.87
1_10487895_10507894 1- 10487895-10507894	51.49
1_10764516_10773021 1- 10764516-10773021	52.99
1_10975496_10995495 1- 10975496-10995495	43.68
1_11022191_11024106 1- 11022191-11024106	41.23
1_11029634_11047611 1+ 11029634-11047611	37.53
1_12776895_12789851 1+ 12776895-12789851	42.53
1_12833768_12836142 1- 12833768-12836142	34.86
1_13050554_13070553 1+ 13050554-13070553	39.31
1_13113370_13133369 1+ 13113370-13133369	48.46
1_13401048_13403402 1+ 13401048-13403402	45.05
1_13426972_13429029 1- 13426972-13429029	44.51
1_13458384_13473773 1+ 13458384-13473773	43.76
1_13507185_13511105 1- 13507185-13511105	40.60
1_13776499_13796498 1+ 13776499-13796498	48.90
1_15046862_15048555 1+ 15046862-15048555	33.71
1_15581075_15585518 1+ 15581075-15585518	51.31
1_17756072_17771434 1+ 17756072-17771434	41.38
1_18169981_18176472 1+ 18169981-18176472	42.13
1_18202548_18216437 1+ 18202548-18216437	49.28
1_18492012_18507524 1+ 18492012-18507524	44.58
1_18935863_18955862 1+ 18935863-18955862	50.19
1_20482052_20499937 1- 20482052-20499937	41.78
1_21169753_21176876 1+ 21169753-21176876	35.99
1_21485589_21505588 1- 21485589-21505588	40.93
1_26207565_26227564 1- 26207565-26227564	50.20
1_26238114_26240211 1- 26238114-26240211	55.20
1_26242483_26249699 1- 26242483-26249699	50.23
1_26657086_26677085 1- 26657086-26677085	42.90
1_26920216_26926192 1- 26920216-26926192	51.68
1_27031568_27042346 1+ 27031568-27042346	51.24
1_27046815_27048653 1+ 27046815-27048653	51.66
1_27054563_27055746 1- 27054563-27055746	53.29
1_27100651_27101914 1+ 27100651-27101914	44.94
1_27104814_27106086 1- 27104814-27106086	35.66
1_27178775_27188478 1- 27178775-27188478	39.82
1_27496436_27507510 1+ 27496436-27507510	45.16
1_27522741_27526775 1- 27522741-27526775	34.20
1_27578049_27586156 1+ 27578049-27586156	50.60
1_27638866_27641191 1+ 27638866-27641191	42.73
1_27651802_27661070 1+ 27651802-27661070	43.90
1_27694895_27708123 1+ 27694895-27708123	53.52
1_27722732_27734009 1+ 27722732-27734009	50.74
1_27863036_27874648 1- 27863036-27874648	50.43
1_27876309_27882044 1+ 27876309-27882044	43.11
1_27883119_27898054 1+ 27883119-27898054	45.68
1_27904161_27905831 1- 27904161-27905831	58.29
1_27927767_27933542 1+ 27927767-27933542	48.20
1_28154576_28164117 1- 28154576-28164117	47.54
1_28178633_28198632 1- 28178633-28198632	48.29
1_28380771_28382585 1- 28380771-28382585	49.92
1_28399375_28403738 1+ 28399375-28403738	46.38
1_28428435_28430427 1- 28428435-28430427	40.24
1_28605687_28625686 1+ 28605687-28625686	54.95
1_28884332_28891429 1- 28884332-28891429	57.76
1_29026196_29045297 1+ 29026196-29045297	49.93
1_29077464_29084868 1+ 29077464-29084868	58.68
1_29103103_29112925 1- 29103103-29112925	47.59
1_29160530_29180529 1- 29160530-29180529	46.78
1_29416500_29436499 1+ 29416500-29436499	40.72
1_29474432_29479337 1+ 29474432-29479337	38.28
1_29484920_29488772 1+ 29484920-29488772	48.33
1_29708230_29710280 1- 29708230-29710280	38.13
1_29848708_29859205 1- 29848708-29859205	41.95
1_29914785_29934784 1- 29914785-29934784	39.43
1_30006895_30014618 1+ 30006895-30014618	44.29
1_30077511_30097510 1- 30077511-30097510	36.94
1_30149487_30155331 1- 30149487-30155331	38.32
1_30194716_30214180 1+ 30194716-30214180	42.16
1_30406118_30410330 1+ 30406118-30410330	47.76
1_31150514_31159402 1+ 31150514-31159402	42.61
1_31785421_31788044 1- 31785421-31788044	49.24
1_31792464_31811148 1- 31792464-31811148	47.64
1_31844703_31855811 1- 31844703-31855811	43.98
1_31859471_31861862 1- 31859471-31861862	46.91
1_31894126_31895592 1+ 31894126-31895592	55.90
1_31994584_31998644 1+ 31994584-31998644	40.80
1_32052428_32071409 1- 32052428-32071409	46.17
1_32073111_32083581 1+ 32073111-32083581	50.21
1_32085419_32098097 1- 32085419-32098097	44.54
1_32377124_32390957 1- 32377124-32390957	45.89
1_32759120_32764665 1- 32759120-32764665	38.77
1_32825946_32833215 1- 32825946-32833215	38.23
1_32983521_32999036 1+ 32983521-32999036	45.12
1_33151885_33171884 1- 33151885-33171884	37.47
1_33273117_33283157 1- 33273117-33283157	42.63
1_33398373_33418372 1- 33398373-33418372	36.62
1_33543359_33563358 1+ 33543359-33563358	40.18
1_33591241_33607880 1- 33591241-33607880	41.98
1_33684455_33704454 1+ 33684455-33704454	46.27
