1_12597_21590 1- 12597-21590	48.73
1_196227_198304 1- 196227-198304	44.85
1_271117_278277 1+ 271117-278277	56.40
1_278363_279774 1- 278363-279774	63.46
1_280304_281618 1- 280304-281618	62.66
1_281881_291116 1- 281881-291116	51.03
1_739300_741557 1+ 739300-741557	72.54
1_776546_777787 1- 776546-777787	51.93
1_779360_794802 1- 779360-794802	56.36
1_794903_796198 1- 794903-796198	54.94
1_805513_824132 1- 805513-824132	51.76
1_1207002_1214885 1+ 1207002-1214885	54.01
1_1216887_1227001 1- 1216887-1227001	54.18
1_1258107_1262412 1+ 1258107-1262412	44.33
1_1262513_1273029 1- 1262513-1273029	38.86
1_1293530_1302684 1- 1293530-1302684	47.55
1_1430408_1437200 1- 1430408-1437200	40.84
1_1437301_1450407 1+ 1437301-1450407	44.02
1_1479547_1484513 1- 1479547-1484513	43.04
1_1736815_1743891 1+ 1736815-1743891	51.25
1_1745258_1747203 1- 1745258-1747203	48.10
1_1747304_1756814 1+ 1747304-1756814	50.90
1_2276492_2296491 1- 2276492-2296491	51.78
1_2524185_2528185 1+ 2524185-2528185	48.06
1_2528286_2544184 1+ 2528286-2544184	49.41
1_2803519_2805274 1- 2803519-2805274	50.00
1_2806863_2808529 1- 2806863-2808529	43.25
1_2808630_2822408 1+ 2808630-2822408	51.67
1_2918076_2919463 1- 2918076-2919463	64.63
1_2920792_2922859 1+ 2920792-2922859	50.48
1_2936195_2941764 1- 2936195-2941764	58.35
1_3058170_3064047 1- 3058170-3064047	51.92
1_3066615_3086614 1+ 3066615-3086614	51.20
1_3130608_3135791 1+ 3130608-3135791	51.54
1_3137737_3139422 1+ 3137737-3139422	46.62
1_3399220_3402998 1+ 3399220-3402998	53.88
1_3404768_3411441 1- 3404768-3411441	56.73
1_3501315_3521314 1+ 3501315-3521314	52.97
1_3700845_3712333 1+ 3700845-3712333	40.78
1_3717334_3720844 1+ 3717334-3720844	37.14
1_3822221_3842220 1- 3822221-3842220	47.19
1_3910199_3911392 1+ 3910199-3911392	44.39
1_3911534_3930198 1- 3911534-3930198	43.91
1_4014115_4026767 1+ 4014115-4026767	47.34
1_4027109_4034114 1+ 4027109-4034114	44.33
1_4246105_4264061 1- 4246105-4264061	49.69
1_4426791_4446790 1- 4426791-4446790	46.36
1_4675027_4682962 1+ 4675027-4682962	47.18
1_4684613_4695026 1- 4684613-4695026	43.24
1_4778287_4785015 1- 4778287-4785015	48.52
1_4785349_4786767 1+ 4785349-4786767	56.10
1_4786868_4791296 1- 4786868-4791296	55.11
1_4791378_4796031 1- 4791378-4796031	54.00
1_4813150_4816993 1- 4813150-4816993	41.13
1_4817577_4821741 1+ 4817577-4821741	49.20
1_4822358_4833149 1- 4822358-4833149	46.76
1_5424250_5427911 1- 5424250-5427911	51.69
1_5428341_5433574 1- 5428341-5433574	44.67
1_5493915_5502241 1- 5493915-5502241	44.66
1_5502560_5509589 1+ 5502560-5509589	45.41
1_5509806_5513914 1+ 5509806-5513914	45.39
1_5640051_5660050 1+ 5640051-5660050	47.31
1_5770231_5781696 1- 5770231-5781696	44.69
1_5781792_5790230 1+ 5781792-5790230	44.87
1_6126327_6144926 1- 6126327-6144926	45.30
1_6413709_6417841 1- 6413709-6417841	49.77
1_6417882_6429149 1- 6417882-6429149	46.27
1_6429508_6433708 1- 6429508-6433708	38.63
1_6633339_6637834 1- 6633339-6637834	40.70
1_6637986_6646495 1- 6637986-6646495	43.17
1_6648133_6653338 1- 6648133-6653338	42.76
1_6919550_6926617 1+ 6919550-6926617	49.94
1_6926741_6929583 1- 6926741-6929583	46.50
1_6929684_6939549 1+ 6929684-6939549	45.27
1_7028044_7029642 1- 7028044-7029642	46.28
1_7192670_7199128 1+ 7192670-7199128	44.08
1_7199229_7207238 1- 7199229-7207238	44.92
1_7449073_7454835 1+ 7449073-7454835	48.01
1_7671932_7691931 1+ 7671932-7691931	52.61
1_8086503_8089227 1- 8086503-8089227	55.63
1_8092725_8104661 1- 8092725-8104661	46.01
1_8104762_8106502 1- 8104762-8106502	54.22
1_8163480_8168320 1- 8163480-8168320	50.53
1_8170233_8180741 1+ 8170233-8180741	39.36
1_8180911_8183479 1- 8180911-8183479	43.29
1_8744097_8747908 1- 8744097-8747908	47.59
1_8748010_8764096 1+ 8748010-8764096	46.09
1_9198507_9217812 1- 9198507-9217812	46.82
1_9516330_9519911 1+ 9516330-9519911	49.11
1_9520012_9535553 1+ 9520012-9535553	51.21
1_9575333_9583862 1- 9575333-9583862	48.69
1_9595011_9599847 1+ 9595011-9599847	53.05
1_9616925_9636924 1- 9616925-9636924	49.40
1_9652718_9662488 1+ 9652718-9662488	47.62
1_9737850_9757849 1- 9737850-9757849	37.91
1_9848379_9854809 1- 9848379-9854809	39.19
1_10394153_10403395 1+ 10394153-10403395	47.26
1_10403846_10412692 1- 10403846-10412692	42.29
1_10412879_10414152 1+ 10412879-10414152	53.53
1_10438531_10450081 1- 10438531-10450081	47.61
1_10491427_10499504 1+ 10491427-10499504	41.38
1_10500463_10511426 1+ 10500463-10511426	38.96
1_10559019_10579018 1- 10559019-10579018	39.21
1_10784753_10786945 1+ 10784753-10786945	58.78
1_10787046_10799050 1+ 10787046-10799050	55.53
1_10799255_10804516 1- 10799255-10804516	55.30
1_10819264_10823882 1+ 10819264-10823882	55.34
1_11048818_11054580 1+ 11048818-11054580	46.14
1_11131257_11151256 1+ 11131257-11151256	47.47
1_11301791_11321790 1- 11301791-11321790	47.30
1_11853997_11873996 1+ 11853997-11873996	48.51
1_12182208_12197784 1- 12182208-12197784	46.69
1_12231051_12251050 1- 12231051-12251050	53.27
1_12336693_12350679 1+ 12336693-12350679	42.44
1_12351783_12361069 1+ 12351783-12361069	46.47
1_12475437_12484949 1+ 12475437-12484949	54.17
1_12521167_12527378 1+ 12521167-12527378	50.10
1_12707399_12725694 1+ 12707399-12725694	49.62
1_12725920_12727398 1- 12725920-12727398	42.06
1_13115853_13135852 1+ 13115853-13135852	48.58
1_13430903_13450902 1- 13430903-13450902	46.29
1_13475773_13483290 1- 13475773-13483290	40.72
1_13522790_13536152 1- 13522790-13536152	42.52
1_13538875_13542789 1+ 13538875-13542789	50.29
1_13561023_13569286 1+ 13561023-13569286	49.78
1_13900549_13911628 1- 13900549-13911628	50.14
1_13946293_13966292 1+ 13946293-13966292	42.82
1_14000858_14013605 1+ 14000858-14013605	44.29
1_14014025_14020857 1+ 14014025-14020857	43.70
1_14110207_14130206 1+ 14110207-14130206	45.54
1_14199151_14208952 1+ 14199151-14208952	43.03
1_14209277_14217750 1+ 14209277-14217750	42.83
1_14217851_14219150 1- 14217851-14219150	40.69
1_14311708_14328662 1+ 14311708-14328662	47.82
1_14328763_14331707 1- 14328763-14331707	38.98
1_14383366_14403365 1+ 14383366-14403365	39.60
1_14469393_14471603 1+ 14469393-14471603	42.74
1_14471653_14487678 1- 14471653-14487678	41.47
1_14487779_14489392 1+ 14487779-14489392	40.89
1_14500341_14509836 1- 14500341-14509836	39.13
1_14605755_14616642 1+ 14605755-14616642	44.82
1_14620515_14625754 1- 14620515-14625754	40.44
1_14703693_14716797 1+ 14703693-14716797	43.66
1_14717160_14719413 1- 14717160-14719413	43.39
1_14719514_14723692 1- 14719514-14723692	43.69
1_14911971_14916490 1- 14911971-14916490	44.85
1_15071843_15091304 1- 15071843-15091304	57.10
1_15131657_15142532 1+ 15131657-15142532	45.43
1_15142581_15151656 1+ 15142581-15151656	49.00
1_15193677_15199722 1+ 15193677-15199722	45.96
1_15209227_15213676 1+ 15209227-15213676	45.15
1_15592970_15604123 1- 15592970-15604123	42.76
1_15604224_15606900 1+ 15604224-15606900	41.65
1_15607181_15612969 1- 15607181-15612969	42.25
1_15730414_15750413 1+ 15730414-15750413	54.61
1_15804581_15812837 1+ 15804581-15812837	54.26
1_15813586_15824580 1+ 15813586-15824580	53.84
1_16469177_16472297 1+ 16469177-16472297	55.62
1_16648877_16653244 1+ 16648877-16653244	41.14
1_16654887_16668876 1+ 16654887-16668876	40.46
1_17001215_17006964 1+ 17001215-17006964	53.43
1_17055549_17058712 1+ 17055549-17058712	37.26
1_17066463_17072272 1- 17066463-17072272	37.56
1_17072442_17086462 1- 17072442-17086462	41.42
1_17100024_17103250 1+ 17100024-17103250	47.75
1_17118098_17129907 1- 17118098-17129907	39.80
1_17130657_17138097 1+ 17130657-17138097	40.08
1_17251987_17271986 1- 17251987-17271986	48.58
1_17393789_17406965 1+ 17393789-17406965	45.09
1_17408567_17413788 1+ 17408567-17413788	43.47
1_17424058_17428219 1+ 17424058-17428219	44.67
1_17434379_17439263 1- 17434379-17439263	38.01
1_17441686_17444057 1- 17441686-17444057	41.40
1_17447650_17457995 1+ 17447650-17457995	42.87
1_17493144_17499838 1- 17493144-17499838	44.45
1_17500110_17509346 1+ 17500110-17509346	41.94
1_17509882_17513143 1+ 17509882-17513143	43.26
1_17560993_17565303 1+ 17560993-17565303	39.57
1_17572467_17580992 1+ 17572467-17580992	44.46
1_17601683_17610361 1- 17601683-17610361	42.15
1_17705322_17707583 1- 17705322-17707583	36.34
1_17736935_17744472 1- 17736935-17744472	44.93
1_17744548_17756934 1+ 17744548-17756934	42.97
1_17786778_17794651 1+ 17786778-17794651	47.10
1_17809561_17814561 1- 17809561-17814561	45.41
1_17925829_17938594 1+ 17925829-17938594	39.91
1_17938725_17945828 1+ 17938725-17945828	40.50
1_18472040_18476495 1- 18472040-18476495	42.93
1_18476596_18479427 1- 18476596-18479427	40.40
1_18481477_18491068 1- 18481477-18491068	36.35
1_18547315_18567314 1+ 18547315-18567314	44.30
1_18594777_18596260 1+ 18594777-18596260	42.12
1_18598693_18614776 1+ 18598693-18614776	39.34
1_18794489_18801814 1- 18794489-18801814	47.94
1_18801848_18814488 1+ 18801848-18814488	40.16
1_18952831_18964803 1+ 18952831-18964803	46.28
1_18964904_18972830 1- 18964904-18972830	41.38
1_19174488_19178069 1- 19174488-19178069	42.18
1_19217021_19221042 1+ 19217021-19221042	39.61
1_19221454_19227020 1+ 19221454-19227020	40.34
1_19237358_19242236 1- 19237358-19242236	46.53
1_19245060_19250763 1+ 19245060-19250763	45.60
1_19680410_19683716 1+ 19680410-19683716	39.13
1_19933751_19940501 1- 19933751-19940501	41.50
1_19942924_19953750 1+ 19942924-19953750	42.51
1_19972057_19981576 1- 19972057-19981576	41.82
1_19981940_19984865 1- 19981940-19984865	44.84
1_20503096_20505672 1+ 20503096-20505672	38.61
1_20507068_20523095 1- 20507068-20523095	42.82
1_20531574_20535154 1- 20531574-20535154	44.07
1_20535255_20543373 1- 20535255-20543373	44.46
1_20543474_20550047 1+ 20543474-20550047	52.01
1_20570399_20573258 1+ 20570399-20573258	43.85
1_20604896_20611895 1- 20604896-20611895	37.49
1_20801196_20806928 1- 20801196-20806928	50.83
1_20807023_20811575 1- 20807023-20811575	44.34
1_20811639_20818712 1- 20811639-20818712	55.50
1_20855435_20859386 1+ 20855435-20859386	57.82
1_20859487_20866162 1+ 20859487-20866162	55.51
1_20866457_20873624 1- 20866457-20873624	47.32
1_20873725_20875434 1- 20873725-20875434	49.82
1_20928910_20932786 1- 20928910-20932786	42.82
1_20951543_20970964 1- 20951543-20970964	45.46
1_21000374_21002880 1+ 21000374-21002880	48.94
1_21086651_21088297 1- 21086651-21088297	46.27
1_21088398_21092210 1+ 21088398-21092210	48.86
1_21172753_21177581 1+ 21172753-21177581	43.90
1_21211483_21218777 1+ 21211483-21218777	42.11
1_21218878_21221013 1- 21218878-21221013	43.87
1_21221114_21224938 1- 21221114-21224938	40.31
1_21312064_21318030 1+ 21312064-21318030	41.60
1_21318830_21320447 1+ 21318830-21320447	42.46
1_21388211_21393094 1+ 21388211-21393094	35.40
1_21396992_21401750 1+ 21396992-21401750	44.95
1_21403989_21408210 1+ 21403989-21408210	41.73
1_21474225_21479478 1+ 21474225-21479478	41.36
1_21480018_21489058 1+ 21480018-21489058	47.94
1_21535670_21551106 1+ 21535670-21551106	47.87
1_21601539_21602957 1+ 21601539-21602957	40.38
1_21604710_21617002 1- 21604710-21617002	41.36
1_21668856_21688437 1+ 21668856-21688437	49.76
1_21719086_21722553 1+ 21719086-21722553	50.87
1_21722736_21739085 1+ 21722736-21739085	46.48
1_21887373_21907372 1- 21887373-21907372	50.01
1_22158959_22178958 1+ 22158959-22178958	51.26
1_22323405_22343404 1+ 22323405-22343404	49.81
1_22423839_22430685 1- 22423839-22430685	38.13
1_22431077_22443838 1+ 22431077-22443838	40.99
1_22469626_22487292 1- 22469626-22487292	41.67
1_22504277_22512922 1- 22504277-22512922	39.49
1_22513724_22515555 1+ 22513724-22515555	41.16
1_22516437_22524276 1- 22516437-22524276	48.44
1_22759464_22766756 1+ 22759464-22766756	44.69
1_22767828_22773676 1+ 22767828-22773676	43.31
1_22919989_22934766 1- 22919989-22934766	47.85
1_23137669_23157668 1+ 23137669-23157668	38.31
1_23625793_23644848 1+ 23625793-23644848	38.87
1_24092822_24112821 1- 24092822-24112821	37.00
1_24325163_24333114 1- 24325163-24333114	39.52
1_24333234_24341120 1+ 24333234-24341120	40.09
1_24341668_24345162 1+ 24341668-24345162	40.14
1_24568001_24588000 1- 24568001-24588000	44.21
1_25405043_25425042 1+ 25405043-25425042	40.00
1_25531761_25535335 1- 25531761-25535335	50.85
1_25535797_25539143 1+ 25535797-25539143	50.07
1_25539365_25545481 1+ 25539365-25545481	49.26
1_25545781_25551760 1- 25545781-25551760	45.00
1_25703910_25709594 1+ 25703910-25709594	44.24
1_25728597_25742502 1+ 25728597-25742502	39.07
1_25771345_25784670 1+ 25771345-25784670	42.92
1_25784771_25791344 1- 25784771-25791344	41.41
1_26727418_26734889 1+ 26727418-26734889	41.78
1_26764187_26775269 1- 26764187-26775269	41.52
1_26775402_26778116 1- 26775402-26778116	43.28
1_26778943_26780250 1- 26778943-26780250	41.59
1_26780351_26784186 1+ 26780351-26784186	40.12
1_26845231_26853440 1- 26845231-26853440	45.19
1_26853611_26865230 1+ 26853611-26865230	43.03
1_26905769_26918540 1- 26905769-26918540	40.46
1_27113638_27117267 1- 27113638-27117267	38.84
1_27139975_27153930 1+ 27139975-27153930	45.27
1_27425304_27431698 1- 27425304-27431698	38.25
1_27431799_27445303 1+ 27431799-27445303	42.18
1_27505260_27506722 1+ 27505260-27506722	44.70
1_27641580_27661579 1+ 27641580-27661579	49.86
1_27703626_27708840 1- 27703626-27708840	40.52
1_27709470_27720730 1+ 27709470-27720730	40.64
1_27738347_27758346 1+ 27738347-27758346	47.34
1_27944609_27964608 1+ 27944609-27964608	54.98
1_28235771_28240930 1+ 28235771-28240930	43.14
1_28256138_28274479 1- 28256138-28274479	43.50
1_28368334_28388333 1+ 28368334-28388333	49.50
1_28411067_28431066 1+ 28411067-28431066	50.26
1_28702432_28711153 1- 28702432-28711153	51.44
1_28713230_28722431 1+ 28713230-28722431	51.12
1_28836543_28844920 1- 28836543-28844920	42.52
1_28845432_28849062 1- 28845432-28849062	43.49
1_28849167_28853946 1- 28849167-28853946	46.99
1_28854095_28856542 1- 28854095-28856542	51.88
1_28922578_28926188 1+ 28922578-28926188	50.82
1_29001385_29005419 1- 29001385-29005419	47.19
1_29090827_29095577 1- 29090827-29095577	44.14
1_29095678_29097766 1- 29095678-29097766	46.15
1_29127019_29129786 1+ 29127019-29129786	52.46
1_29140627_29155395 1- 29140627-29155395	52.56
1_29415816_29432228 1+ 29415816-29432228	47.80
1_29520056_29540055 1- 29520056-29540055	45.12
1_29966811_29982492 1- 29966811-29982492	41.74
1_29982663_29986810 1- 29982663-29986810	44.24
1_30587907_30597179 1- 30587907-30597179	42.89
1_30597499_30607906 1- 30597499-30607906	41.49
1_31141949_31152731 1+ 31141949-31152731	47.10
1_31154370_31161948 1- 31154370-31161948	44.77
1_32123713_32135683 1+ 32123713-32135683	39.29
1_32135757_32140061 1+ 32135757-32140061	45.18
1_32141310_32142335 1+ 32141310-32142335	46.49
1_32719954_32739953 1- 32719954-32739953	44.27
1_33082399_33088550 1- 33082399-33088550	47.03
1_33088649_33095522 1+ 33088649-33095522	42.78
1_33095847_33099025 1+ 33095847-33099025	42.18
1_33197736_33208936 1+ 33197736-33208936	41.95
1_33209106_33217735 1+ 33209106-33217735	43.73
1_33439535_33445956 1- 33439535-33445956	51.51
1_33448401_33459534 1+ 33448401-33459534	45.18
1_33732123_33746621 1+ 33732123-33746621	44.15
1_34338021_34358020 1- 34338021-34358020	38.58
1_34552215_34568078 1+ 34552215-34568078	42.87
1_34648269_34668268 1- 34648269-34668268	37.94
1_34730682_34750681 1+ 34730682-34750681	44.70
1_35401455_35403059 1- 35401455-35403059	39.56
1_35403855_35408462 1+ 35403855-35408462	37.30
1_35409397_35414803 1- 35409397-35414803	36.82
1_35417181_35421454 1- 35417181-35421454	41.46
1_36476835_36496834 1- 36476835-36496834	44.09
1_36632987_36642572 1+ 36632987-36642572	40.63
1_37059402_37062168 1+ 37059402-37062168	42.28
1_37147361_37158848 1- 37147361-37158848	42.93
1_37213671_37227901 1- 37213671-37227901	41.21
1_37229863_37232396 1+ 37229863-37232396	43.17
1_37389302_37397265 1+ 37389302-37397265	40.85
1_37397366_37398471 1+ 37397366-37398471	43.04
1_37398505_37409301 1+ 37398505-37409301	41.95
1_37720333_37724055 1- 37720333-37724055	43.92
1_37724994_37740332 1- 37724994-37740332	38.50
1_37878401_37883686 1- 37878401-37883686	44.61
1_37884602_37898400 1- 37884602-37898400	39.33
1_38088324_38108323 1- 38088324-38108323	39.54
1_38307095_38326858 1+ 38307095-38326858	36.39
1_38376672_38383255 1+ 38376672-38383255	39.08
1_38384381_38388535 1+ 38384381-38388535	40.53
1_38389952_38396671 1- 38389952-38396671	38.35
1_38731139_38751138 1+ 38731139-38751138	44.25
1_39256295_39261108 1- 39256295-39261108	46.97
1_39261344_39271544 1- 39261344-39271544	41.70
1_39396476_39402734 1+ 39396476-39402734	42.72
1_39402835_39416475 1+ 39402835-39416475	43.41
1_39510251_39514686 1+ 39510251-39514686	37.13
1_39514756_39525211 1- 39514756-39525211	36.78
1_39836133_39845861 1- 39836133-39845861	39.95
1_39845962_39856132 1- 39845962-39856132	42.35
1_40297027_40304265 1- 40297027-40304265	44.91
1_40310656_40317026 1- 40310656-40317026	42.71
1_40510615_40511680 1- 40510615-40511680	39.87
1_40704543_40724542 1- 40704543-40724542	40.11
1_40911211_40926604 1- 40911211-40926604	39.23
1_40999871_41002866 1- 40999871-41002866	41.12
