1_88523_93798 1- 88523-93798	58.95
1_504420_507314 1- 504420-507314	64.84
1_516611_536610 1+ 516611-536610	57.84
1_746444_754277 1- 746444-754277	43.43
1_973323_975778 1+ 973323-975778	55.82
1_1070137_1086127 1- 1070137-1086127	47.96
1_1189270_1209269 1- 1189270-1209269	45.54
1_1232532_1238465 1+ 1232532-1238465	45.43
1_1768216_1769216 1- 1768216-1769216	65.63
1_2118765_2138764 1- 2118765-2138764	59.12
1_3162214_3179220 1+ 3162214-3179220	52.75
1_3309350_3326631 1- 3309350-3326631	49.98
1_3444701_3458713 1+ 3444701-3458713	56.39
1_3701652_3721651 1- 3701652-3721651	44.34
1_3774802_3791479 1+ 3774802-3791479	46.60
1_4217949_4237948 1- 4217949-4237948	43.99
1_4403677_4423676 1- 4403677-4423676	46.78
1_4716947_4726475 1- 4716947-4726475	52.80
1_4854608_4874607 1- 4854608-4874607	47.24
1_7244402_7245663 1+ 7244402-7245663	46.43
1_7313061_7322795 1- 7313061-7322795	44.49
1_7647316_7662997 1- 7647316-7662997	50.06
1_9192717_9209452 1+ 9192717-9209452	46.20
1_9228636_9243601 1- 9228636-9243601	54.32
1_10090648_10108236 1- 10090648-10108236	44.96
1_10142884_10151653 1+ 10142884-10151653	45.47
1_10188042_10191211 1- 10188042-10191211	46.78
1_10859602_10875568 1- 10859602-10875568	45.16
1_11010598_11023394 1- 11010598-11023394	46.72
1_11025832_11029728 1+ 11025832-11029728	52.09
1_11142269_11147881 1- 11142269-11147881	45.80
1_11286742_11298672 1- 11286742-11298672	42.80
1_11644098_11650143 1- 11644098-11650143	44.00
1_11651282_11662811 1- 11651282-11662811	43.27
1_12059557_12079556 1- 12059557-12079556	50.59
1_12441769_12461768 1+ 12441769-12461768	53.46
1_14608308_14611285 1- 14608308-14611285	44.16
1_14629420_14636097 1- 14629420-14636097	53.19
1_14649544_14664781 1+ 14649544-14664781	42.83
1_15760671_15780670 1- 15760671-15780670	42.77
1_18515207_18520400 1- 18515207-18520400	43.40
1_18903497_18917180 1+ 18903497-18917180	40.73
1_20779984_20799983 1+ 20779984-20799983	38.17
1_20927553_20935024 1- 20927553-20935024	45.73
