1_501_6499 1- 501-6499	42.87
1_20687_36906 1- 20687-36906	46.91
1_87712_107189 1+ 87712-107189	60.40
1_136018_140906 1- 136018-140906	62.59
1_163904_167502 1+ 163904-167502	68.85
1_171585_175516 1+ 171585-175516	62.87
1_213050_214216 1- 213050-214216	63.67
1_236496_248550 1+ 236496-248550	53.58
1_286348_287733 1- 286348-287733	63.28
1_324150_341359 1- 324150-341359	53.10
1_432670_433824 1- 432670-433824	50.74
1_524667_544666 1- 524667-544666	51.87
1_635542_655541 1+ 635542-655541	54.62
1_839648_841620 1+ 839648-841620	65.48
1_912810_932809 1+ 912810-932809	49.48
1_952979_972978 1- 952979-972978	57.18
1_1136508_1156507 1- 1136508-1156507	58.81
1_1249199_1259839 1+ 1249199-1259839	66.47
1_1355775_1372618 1- 1355775-1372618	57.56
1_1446395_1448925 1+ 1446395-1448925	65.71
1_1476363_1496362 1+ 1476363-1496362	59.26
1_1511689_1517859 1- 1511689-1517859	59.94
1_1580014_1586577 1- 1580014-1586577	58.91
1_1720269_1732128 1- 1720269-1732128	60.73
1_1732229_1740268 1+ 1732229-1740268	56.37
1_2008930_2028929 1- 2008930-2028929	57.45
1_2256673_2272601 1+ 2256673-2272601	49.29
1_2298205_2307745 1+ 2298205-2307745	53.62
1_2429319_2434491 1- 2429319-2434491	55.17
1_2464666_2466175 1+ 2464666-2466175	69.60
1_2607002_2609819 1+ 2607002-2609819	66.71
1_2636619_2638243 1+ 2636619-2638243	30.58
1_2923782_2943781 1+ 2923782-2943781	49.38
1_3292150_3311918 1- 3292150-3311918	47.44
1_4108379_4128378 1+ 4108379-4128378	44.54
1_4651463_4655949 1+ 4651463-4655949	60.33
1_4656536_4671462 1- 4656536-4671462	56.34
1_4834403_4853454 1+ 4834403-4853454	52.09
1_5033049_5039564 1+ 5033049-5039564	51.75
1_5069087_5076846 1- 5069087-5076846	56.62
1_5088575_5098527 1- 5088575-5098527	59.65
1_5234678_5249993 1- 5234678-5249993	48.09
1_5261512_5265814 1- 5261512-5265814	57.40
1_5348243_5362333 1+ 5348243-5362333	58.15
1_5456075_5457574 1+ 5456075-5457574	55.40
1_5593133_5613132 1- 5593133-5613132	46.14
1_5898453_5918452 1- 5898453-5918452	52.10
1_6268206_6288205 1+ 6268206-6288205	53.55
